Output_directory is /mnt/d/These/20_data/201_genomic_data/370_and_host/host/host_strain_typing.res
Command-line arguments Namespace(input='FNA', cores=1, percentIdentityOtype=90, percentIdentityHtype=95, percentCoverageOtype=90, percentCoverageHtype=50, verify=False, output='host_strain_typing.res', refseq=None, sequence=False, debug=False, dbpath=None)
Placed lock file at /home/hugo/miniconda3/envs/phd/lib/python3.10/site-packages/ectyper/Data/.lock
Trying to download MASH sketch from https://gembox.cbcb.umd.edu/mash/refseq.genomes.k21s1000.msh.
Downloading ~700MB from https://gembox.cbcb.umd.edu/mash/refseq.genomes.k21s1000.msh.
Response code for MASH sketch download for mirror 200 is https://gembox.cbcb.umd.edu/mash/refseq.genomes.k21s1000.msh
Successfully downloaded assembly_summary_refseq.txt with response code 200
Sucessfully downloaded RefSeq MASH sketch from https://gembox.cbcb.umd.edu/mash/refseq.genomes.k21s1000.msh for species verification
Gathering genome files
Gathering genomes from directory FNA
Identifying genome file types
Folowing files were not found in the input: 
Creating combined serotype and identification fasta file
Assembling final list of fasta files
Standardizing the E.coli genome headers based on file names
Predicting serotype from blast output
Highly similar O-antigen candidates were found for ['O8', 'O32']
Highly similar O-antigen candidates were found for ['O77', 'O17', 'O44', 'O106']
Highly similar O-antigen candidates were found for ['O77', 'O17', 'O44', 'O106']
Highly similar O-antigen candidates were found for ['O77', 'O17', 'O44', 'O106']
Highly similar O-antigen candidates were found for ['O77', 'O17', 'O44', 'O106']
No H antigen alleles were identified in this sample
Highly similar O-antigen candidates were found for ['O77', 'O17', 'O44', 'O106', 'O73']
Serotype prediction completed
BLAST output file against reference alleles is written at host_strain_typing.res/blast_output_alleles.txt
Reporting results:
Name	Species	O-type	H-type	Serotype	QC	Evidence	GeneScores	AlleleKeys	GeneIdentities(%)	GeneCoverages(%)	GeneContigNames	GeneRanges	GeneLengths	Database	Warnings
ESCO.0722.00169	-	O6	H31	O6:H31	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O6-1-wzx-origin;O6-7-wzy-origin;H31-2-fliC-origin;	100;100;100;	100;100;100;	NODE_36_length_18453_cov_18.958582;NODE_36_length_18453_cov_18.958582;NODE_1_length_436633_cov_16.737421;	8999-10255;10255-11598;64683-66350;	1257;1344;1668;	v1.0 (11-03-2020)	-
ESCO.0722.00170	-	O2	H14	O2:H14	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:0.97;	O2-6-wzx;O2-15-wzy;H14-2-fliC;	100;100;96.975;	100;100;100;	NODE_2_length_381916_cov_14.626830;NODE_2_length_381916_cov_14.626830;NODE_5_length_236273_cov_13.714586;	348777-350039;351751-352713;148334-149986;	1263;963;1653;	v1.0 (11-03-2020)	High similarity O-antigen group 7:O2/O50 as per A.Iguchi et.al (PMID: 25428893)
ESCO.0722.00201	-	O6	H1	O6:H1	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O6-1-wzx-origin;O6-7-wzy-origin;H1-1-fliC-origin;	100;100;100;	100;100;100;	NODE_35_length_18411_cov_20.599695;NODE_35_length_18411_cov_20.599695;NODE_1_length_502824_cov_18.818545;	8199-9455;6856-8199;392236-394023;	1257;1344;1788;	v1.0 (11-03-2020)	-
ESCO.0722.00215	-	O8/O32	H21	O8/O32:H21	-	Based on 3 allele(s)	wzm:0.999;wzt:1;fliC:1;	O8-14-wzm;O8-4-wzt-origin;H21-12-fliC;	99.874;100;100;	100;100;100;	NODE_11_length_156159_cov_9.510608;NODE_11_length_156159_cov_9.510608;NODE_10_length_165640_cov_9.086276;	96612-97406;97406-98620;122018-123493;	795;1215;1476;	v1.0 (11-03-2020)	-
ESCO.0722.00230	-	O77/O17/O44/O106	H18	O77/O17/O44/O106:H18	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O77-1-wzx-origin/O17-1-wzx-origin;O77-3-wzy-inhouse/O17-2-wzy-origin;H18-1-fliC-origin;	100;100;100;	100;100;100;	NODE_21_length_87419_cov_25.839854;NODE_21_length_87419_cov_25.839854;NODE_9_length_203765_cov_24.579878;	61437-62672;60064-61395;90516-92180;	1236;1332;1665;	v1.0 (11-03-2020)	High similarity O-antigen group 9:O17/O44/O73/O77/O106 as per A.Iguchi et.al (PMID: 25428893)
ESCO.0722.00256	-	O25	H4	O25:H4	-	Based on 3 allele(s)	wzx:0.96;wzy:0.957;fliC:1;	O25-1-wzx-origin;O25-2-wzy-origin;H4-2-fliC-origin;	96.032;95.673;100;	100;100;100;	NODE_19_length_116913_cov_14.917635;NODE_19_length_116913_cov_14.917635;NODE_13_length_147691_cov_14.285852;	89683-90942;93095-94157;108384-109433;	1260;1063;1050;	v1.0 (11-03-2020)	-
ESCO.0722.00257	-	O77/O17/O44/O106	H33	O77/O17/O44/O106:H33	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O77-1-wzx-origin/O17-1-wzx-origin;O77-3-wzy-inhouse/O17-2-wzy-origin;H33-1-fliC-origin;	100;100;99.922;	100;100;100;	NODE_5_length_282275_cov_13.395107;NODE_5_length_282275_cov_13.395107;NODE_16_length_101470_cov_13.949150;	258425-259660;257052-258383;11286-12572;	1236;1332;1287;	v1.0 (11-03-2020)	High similarity O-antigen group 9:O17/O44/O73/O77/O106 as per A.Iguchi et.al (PMID: 25428893)
ESCO.0722.00258	-	O77/O17/O44/O106	H18	O77/O17/O44/O106:H18	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O77-1-wzx-origin/O17-1-wzx-origin;O77-3-wzy-inhouse/O17-2-wzy-origin;H18-1-fliC-origin;	100;100;100;	100;100;100;	NODE_6_length_256258_cov_32.495931;NODE_6_length_256258_cov_32.495931;NODE_6_length_256258_cov_32.495931;	61864-63099;60491-61822;164079-165743;	1236;1332;1665;	v1.0 (11-03-2020)	High similarity O-antigen group 9:O17/O44/O73/O77/O106 as per A.Iguchi et.al (PMID: 25428893)
ESCO.0722.00269	-	O77/O17/O44/O106	H18	O77/O17/O44/O106:H18	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O77-1-wzx-origin/O17-1-wzx-origin;O77-3-wzy-inhouse/O17-2-wzy-origin;H18-1-fliC-origin;	100;100;100;	100;100;100;	NODE_1_length_597075_cov_20.403546;NODE_1_length_597075_cov_20.403546;NODE_1_length_597075_cov_20.403546;	125899-127134;124526-125857;228114-229778;	1236;1332;1665;	v1.0 (11-03-2020)	High similarity O-antigen group 9:O17/O44/O73/O77/O106 as per A.Iguchi et.al (PMID: 25428893)
ESCO.0722.00270	-	-	H9	-:H9	-	Based on 1 allele(s)	fliC:1;	H9-1-fliC-origin;	99.95;	100;	NODE_1_length_315253_cov_16.994388;	6996-9008;	2013;	v1.0 (11-03-2020)	-
ESCO.0722.00277	-	O16	H48	O16:H48	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O16-1-wzx-origin;O16-2-wzy-origin;H48-1-fliC-origin;	100;100;100;	100;100;100;	NODE_22_length_67329_cov_28.221928;NODE_22_length_67329_cov_28.221928;NODE_1_length_414212_cov_26.930898;	5444-6691;3167-4333;62625-64121;	1248;1167;1497;	v1.0 (11-03-2020)	-
ESCO.0722.00297	-	O9	H17	O9:H17	-	Based on 3 allele(s)	wzm:0.997;wzt:0.998;fliC:1;	O9-12-wzm;O9-4-wzt-origin;H17-4-fliC;	99.746;99.846;100;	100;100;100;	NODE_36_length_34696_cov_12.269680;NODE_36_length_34696_cov_12.269680;NODE_12_length_122453_cov_12.106105;	5059-5844;5847-7142;31243-32292;	786;1296;1050;	v1.0 (11-03-2020)	-
ESCO.0722.00306	-	O9	H25	O9:H25	-	Based on 3 allele(s)	wzm:1;wzt:1;fliC:1;	O9-13-wzm;O9-23-wzt;H25-2-fliC-origin;	100;100;100;	100;100;100;	NODE_47_length_27593_cov_37.797698;NODE_47_length_27593_cov_37.797698;NODE_12_length_134946_cov_38.566561;	1241-2026;2029-3324;46875-48206;	786;1296;1332;	v1.0 (11-03-2020)	-
ESCO.0722.00308	-	O1	H7	O1:H7	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O1-1-wzx-origin;O1-6-wzy;H7-3-fliC-origin;	100;100;100;	100;100;100;	NODE_2_length_379080_cov_26.795056;NODE_2_length_379080_cov_26.795056;NODE_1_length_461188_cov_25.314475;	25443-26669;22171-23175;367687-369444;	1227;1005;1758;	v1.0 (11-03-2020)	-
ESCO.0722.00323	-	O9	H9	O9:H9	-	Based on 3 allele(s)	wzm:1;wzt:1;fliC:1;	O9-14-wzm;O9-20-wzt;H9-3-fliC;	100;100;100;	100;100;100;	NODE_39_length_34432_cov_28.944032;NODE_39_length_34432_cov_28.944032;NODE_1_length_381909_cov_28.285643;	33501-34286;32203-33498;31226-33238;	786;1296;2013;	v1.0 (11-03-2020)	-
ESCO.0722.00331	-	O7	-	O7:-	-	Based on 2 allele(s)	wzx:1;wzy:1;	O7-2-wzx-origin;O7-39-wzy;	100;100;	100;100;	NODE_54_length_19955_cov_35.239296;NODE_54_length_19955_cov_35.239296;	6351-7775;1913-2639;	1425;727;	v1.0 (11-03-2020)	-
ESCO.0722.00343	-	O77/O17/O44/O106/O73	H18	O77/O17/O44/O106/O73:H18	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O77-1-wzx-origin/O17-1-wzx-origin;O77-3-wzy-inhouse/O17-2-wzy-origin;H18-1-fliC-origin;	100;100;100;	100;100;100;	NODE_4_length_230457_cov_45.666808;NODE_4_length_230457_cov_45.666808;NODE_4_length_230457_cov_45.666808;	167578-168813;168855-170186;6761-8425;	1236;1332;1665;	v1.0 (11-03-2020)	High similarity O-antigen group 9:O17/O44/O73/O77/O106 as per A.Iguchi et.al (PMID: 25428893)
ESCO.0722.00348	-	O9	H25	O9:H25	-	Based on 3 allele(s)	wzm:1;wzt:1;fliC:1;	O9-13-wzm;O9-23-wzt;H25-2-fliC-origin;	100;100;100;	100;100;100;	NODE_47_length_27593_cov_33.485329;NODE_47_length_27593_cov_33.485329;NODE_10_length_134957_cov_33.201613;	1241-2026;2029-3324;86741-88072;	786;1296;1332;	v1.0 (11-03-2020)	-
ESCO.0722.00352	-	O104	H4	O104:H4	-	Based on 3 allele(s)	wzx:0.999;wzy:1;fliC:1;	O104-8-wzx;O104-13-wzy;H4-2-fliC-origin;	99.923;100;100;	100;100;100;	NODE_14_length_117734_cov_15.136184;NODE_14_length_117734_cov_15.136184;NODE_27_length_53441_cov_14.914079;	24506-25801;27012-28124;32591-33640;	1296;1113;1050;	v1.0 (11-03-2020)	-
ESCO.0722.00357	-	O89	H9	O89:H9	-	Based on 3 allele(s)	wzm:0.941;wzt:0.936;fliC:1;	O89-1-wzm-origin;O89-4-wzt;H9-3-fliC;	94.103;93.625;100;	100;100;100;	NODE_47_length_15967_cov_8.616264;NODE_47_length_15967_cov_8.616264;NODE_3_length_288462_cov_9.271817;	9583-10362;8824-9576;224413-226425;	780;753;2013;	v1.0 (11-03-2020)	High similarity O-antigen group 15:O89/O101/O162 as per A.Iguchi et.al (PMID: 25428893)
ESCO.0722.00359	-	O25	H1	O25:H1	-	Based on 3 allele(s)	wzx:1;wzy:0.99;fliC:1;	O25-3-wzx;O25-5-wzy;H1-1-fliC-origin;	100;98.965;99.944;	100;100;100;	NODE_1_length_425912_cov_26.490303;NODE_1_length_425912_cov_26.490303;NODE_2_length_412598_cov_24.851683;	391163-392423;394580-395642;369026-370813;	1261;1063;1788;	v1.0 (11-03-2020)	-
ESCO.0722.00375	-	O89	H10	O89:H10	-	Based on 3 allele(s)	wzm:0.941;wzt:0.936;fliC:1;	O89-1-wzm-origin;O89-4-wzt;H10-17-fliC;	94.103;93.625;100;	100;100;100;	NODE_64_length_15967_cov_32.203557;NODE_64_length_15967_cov_32.203557;NODE_55_length_22885_cov_31.571792;	5606-6385;6392-7144;12126-13388;	780;753;1263;	v1.0 (11-03-2020)	High similarity O-antigen group 15:O89/O101/O162 as per A.Iguchi et.al (PMID: 25428893)
ESCO.0722.00379	-	O25	H18	O25:H18	-	Based on 3 allele(s)	wzx:0.96;wzy:0.957;fliC:1;	O25-1-wzx-origin;O25-2-wzy-origin;H18-1-fliC-origin;	96.032;95.673;100;	100;100;100;	NODE_27_length_57455_cov_30.533798;NODE_27_length_57455_cov_30.533798;NODE_1_length_289842_cov_30.201020;	34345-35604;37757-38819;191656-193320;	1260;1063;1665;	v1.0 (11-03-2020)	-

ECTyper has finished successfully.
